F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
31.146805,3.563214342,14.182125,31.57104,41.084736,26.90261,177.13982,124.67238,79.02527,71.20508,0.93497497,0.625095248,0.12495327,0.8416377,2.2171943,2.092241,9.667703,4.444389,6.9527636,3.960233,0.5684961,0.846340232,22.599064,4.826262539,4.758007,10.31013058,6.847342,20.68431377,-2.733704,366.3299128,0.043398384,1.526322855,1.1346678,0.659918315,4.8191385,13.51203418,5.9620643,232.0725083,20.316893,3.997546041,501.00476,73.81191275,1216.272,71.13974649,-47.87242,32.6940695,1505.094,96.34479125,892.03955,90.52280012,-50.43907,29.2104208,2516.283,92.08458245,804.50745,99.52647319,-55.55503,27.72770827,-12.050577,2.444393034,22.435337,2.4167812,0.04521383,1.923619951,-0.015815046,0.805556254,0.6337376,0.761012758,25.363451,4.0390222,4.045623,24.22612164,6.6876435,13.49961468,-3.099362,13.49491973,-6.3654404,13.876863,0.000247282,-0.008895416,0.26333007,8.333334,2.8583336,0.3519418,0.288694999,0.081260666,0.095031038,-27.20904
30.545998,3.755702127,13.325541,31.258928,40.858147,27.532606,155.83434,107.32796,72.1787,55.41484,0.88457286,0.65013113,0.11182549,0.79105264,2.1547015,2.042876,9.150688,4.4529653,5.9157844,3.6464288,0.53368735,0.885124574,21.923656,5.181850855,5.234874,335.8958905,7.571016,17.23005743,-0.33631334,356.9354756,0.045048133,1.506277725,1.1309755,0.670337068,4.5805383,6.153424074,6.038178,25.15057562,20.34243,5.214697965,506.1676,74.40838756,1209.251,71.18427272,-55.9516,36.10599226,1511.1919,96.43032668,885.9341,100.6441245,-58.274776,32.52713919,2519.8867,91.29033173,823.395,106.5162162,-63.142204,31.05150282,-12.098043,2.594482419,22.718706,2.499751674,0.04054716,2.4669436,-0.014673509,1.202609897,0.61297286,0.771389712,25.259829,4.326364285,4.4217715,12.8202613,7.209748,19.58612929,-0.9655475,311.6876024,-6.5505233,14.435767,-0.007079146,-0.006806809,0.2441484,9.375,3.0083334,0.3290544,0.286113874,0.09456932,0.104706974,-27.684544
31.468927,7.866311114,0,29.69362,60.435783,60.435783,250.704,174.92188,105.295395,80.99798,0.6505186,1.05755567,0.001033966,0.4467181,3.316419,3.3153849,10.928062,5.6542177,7.0948567,4.798124,0.41202283,1.350084558,14.610623,8.348013087,-5.0976863,75.53758779,9.218254,39.55935096,-1.288965,24.95967099,0.052836243,1.233669021,1.6582423,0.841064764,2.1573794,14.62627058,2.7732737,10.1921223,13.667061,7.975986139,676.2343,196.8160534,1044.5903,212.4556736,-88.87473,45.37289729,1666.6935,308.8018603,840.23486,219.4090063,-84.90155,43.35787666,2649.15,442.9455891,790.0187,194.2620405,-86.38576,42.74159197,-5.8805203,113.9454003,15.80754,6.696940084,0.08826585,4.609094715,-0.009917862,31.31543383,0.59555554,0.869328907,21.652712,9.323856482,-9.365539,107.1518279,11.321051,39.88603698,-2.9487085,81.3730465,-0.2842087,9.132297,0.06968642,0.001470465,0.124859005,7.291667,2.9000003,0.23415866,0.195779268,0.192992,0.224995972,-31.290148
31.020243,6.963881247,0,29.37057,60.435783,60.435783,253.94225,171.08217,98.11623,73.74064,0.68462646,1.045568084,0.001033966,0.4839254,3.316419,3.3153849,11.064176,5.4134226,7.555919,4.6300015,0.42971954,1.316276795,15.963326,9.271742435,-6.6724906,66.67052442,8.728166,39.12434053,-2.1785557,24.44269922,0.057436455,1.222568713,1.7069719,0.84290032,1.8571147,14.95572819,1.4597236,778.4953399,12.510414,8.136373118,683.4033,193.3769681,1051.9895,213.7091196,-83.86437,49.42953353,1674.0645,311.5240068,857.1702,217.8411448,-80.347015,46.62549943,2653.1936,444.3249962,798.49115,186.0841773,-82.23831,45.70345053,-5.3398457,114.8243721,15.54175,6.09175134,0.09892577,0.310727121,-0.010326428,25.66345634,0.6166421,0.849777294,22.898363,9.565939099,-11.227405,104.9257693,10.404499,40.5910217,-4.5950637,81.55367612,0.16856268,8.165107,0.07314647,0.000766247,0.1065388,8.333334,2.7958333,0.25072867,0.21820808,0.19096465,0.22490724,-31.319574
22.911364,4.553878996,12.337673,23.126308,61.349846,49.012173,172.2059,112.67727,116.86345,99.65436,0.8986478,0.588117987,0.21478473,0.8189435,2.8399982,2.6252136,8.186626,3.769089,4.886468,2.7541537,0.4444895,0.701455187,15.61495,4.984221032,3.1972353,28.37739356,8.271455,73.04380193,-1.5300181,110.9002352,0.05117357,1.451655905,1.3683269,0.565477328,-0.9692194,36.61557904,-0.96480215,43.9759935,9.198353,14.23399394,586.32074,132.9397989,1150.6656,93.96243004,-68.772705,33.06898414,1600.712,148.7413103,816.08325,108.8278498,-70.44773,31.35061937,2617.7986,134.2127926,683.0279,85.52443243,-71.9699,30.30365041,-8.704294,2.758194679,16.565794,3.579613904,0.011073357,30.93227247,-0.015189568,0.847360519,0.50488085,0.647201202,18.578852,4.286967269,1.0955186,74.10217842,8.675079,27.52694246,-3.1606722,13.65492659,-6.182111,13.061697,-0.010962768,-0.009037054,0.3129858,7.291667,4.316667,0.17614381,0.168914861,0.08234496,0.077627376,-31.245054
30.739695,4.947053348,0,28.927208,61.119484,61.119484,223.03949,148.398,123.68436,97.87902,1.1039736,0.982797772,0.0164812,0.94986546,3.3758113,3.3593302,14.630675,6.6916523,9.123278,5.2164607,0.72300756,1.077369128,23.658579,7.522718049,-8.112924,119.0665058,15.519334,10.48087608,-5.8741884,13.38747781,0.07678271,1.281647376,1.8616173,0.783966844,1.2343833,21.97953283,0.12589538,45.28161685,8.817393,20.9248046,707.58954,139.4219581,1052.9838,147.0070284,-43.922222,53.89022429,1750.769,180.9647982,830.16736,115.8316431,-42.32712,100.5121879,2732.621,225.9490164,792.7731,121.1694885,-43.64647,50.72527098,-8.224904,18.52831434,14.727977,7.316478131,0.12400372,0.245574407,-0.026314255,0.628439607,0.8652306,0.792278084,25.60016,9.470603159,-13.048906,67.27345496,17.071405,17.26477594,-8.271801,21.58085244,-7.0012693,13.947388,0.09009397,-0.01729623,0.24016836,7.291667,2.4875,0.37531093,0.287000831,0.13206999,0.196869209,-26.272806
33.704876,3.100196812,23.458393,33.099117,58.555164,35.09677,202.42828,168.73524,89.41144,76.71356,0.8320189,0.915137562,0.02587605,0.6188253,3.1412961,3.11542,14.611269,6.532866,9.491647,5.922824,0.5678677,1.085970288,21.634262,7.715678978,2.1620414,32.55280439,2.6868315,39.61759566,-12.79234,16.07416075,0.040999033,1.346273776,1.4562154,0.795272732,4.5953183,10.26745536,3.5757563,22.27926957,19.500957,6.632659158,538.3682,78.52904211,1233.8356,104.1568914,-53.17612,38.04529175,1575.181,103.6314232,897.6671,142.1550719,-55.750534,31.95467254,2642.2341,104.4786951,927.909,179.8286172,-59.651577,30.91024536,-10.71629,4.398805318,22.38711,4.865920266,0.08363005,0.456967351,-0.023794083,1.14918679,0.7248486,0.853328025,26.368587,6.779563862,-1.4566132,124.1339347,4.287844,104.6637293,-17.034513,10.50993254,-7.357913,15.780008,0.025605388,-0.017653836,0.12343107,8.333334,2.841667,0.314312,0.240940248,0.10473133,0.122419797,-27.230726
24.575583,2.366614503,15.986507,24.253077,54.270145,38.283638,184.93257,137.16338,68.448135,54.49935,0.8709189,0.510374988,0.17495994,0.82739794,2.0248895,1.8499296,9.981609,4.5915713,7.0991945,4.0484366,0.60902697,0.734385358,23.202513,6.92809534,7.067358,233.0292819,8.666351,79.51719743,4.978123,140.546539,0.04188188,1.242462109,1.4679563,0.784792125,2.1629581,7.591776442,3.1093247,32.6936362,21.045908,6.224961602,538.3988,90.32412143,1202.9109,92.19893662,-54.012154,33.07788889,1540.8276,128.6553299,879.66187,116.9628802,-59.613132,29.93751668,2544.3755,128.3038372,768.26086,113.9550106,-63.723946,28.62224443,-14.258967,4.355061704,23.103867,5.333144315,0.005752896,158.9843926,-0.019898372,0.76996086,0.6604344,0.617861841,27.555597,5.773530067,7.3583064,9.194684971,8.400225,22.64064268,5.316912,25.35643565,-6.2689295,14.070715,-0.018639222,-0.006181547,0.44369292,11.458334,3.0583334,0.29730132,0.253434598,0.095847994,0.104533445,-27.342789
28.844618,3.006165778,15.439012,28.792316,58.11017,42.671158,242.9191,164.14441,84.58345,76.88936,1.073917,0.931259297,0.001033966,0.8732726,3.601661,3.600627,15.624221,6.77741,11.376649,7.0007052,0.809925,1.070484632,18.47219,7.981186506,9.6734,12.51190881,11.971287,7.927048869,1.4278268,479.6526661,0.048596084,1.443236128,1.455553,0.860663682,4.23808,11.55450644,4.7032294,12.97096921,21.931229,6.407052693,537.15674,100.5431239,1153.4065,97.32463344,-79.405,38.40375776,1563.0587,119.5269882,825.5594,128.7760098,-83.34053,34.62860339,2619.467,116.4878579,764.17944,123.6063443,-86.27811,33.29576305,-13.76893,4.722634161,22.949183,4.388177714,0.032416005,25.48952707,-0.020340052,3.891043177,1.062056,0.782491001,25.47995,11.6959933,10.1620035,13.02052023,13.867087,22.96935121,-2.2892964,56.4033984,-5.9156637,14.518257,-0.011959883,-0.002510452,0.37227875,10.416667,3.0625,0.24432066,0.204834472,0.15714532,0.173196683,-23.303804
24.280441,2.564695639,12.780903,23.705978,61.202682,48.42178,178.38887,133.1923,79.49333,64.91686,0.856932,0.511732394,0.10460284,0.8163722,2.142598,2.037995,9.900641,4.597556,6.9344416,3.9206462,0.5427523,0.67514256,21.39841,6.579564048,6.63263,232.2039707,7.6950097,83.06986076,5.2317157,140.4965255,0.04346545,1.22181677,1.4519178,0.723589598,1.694822,8.205430747,2.153727,32.93559885,19.43973,5.297550578,545.19525,97.43738518,1182.5558,89.39064651,-55.38411,34.70984395,1547.6438,132.9282587,852.34784,114.6259056,-60.70093,31.24099769,2537.364,134.704722,747.45013,98.45485904,-64.09191,29.71740023,-13.166891,3.520757754,21.586788,4.067955923,0.010865022,158.7725251,-0.01946146,0.800298989,0.61157423,0.563354936,25.881329,5.565590761,6.927504,8.265996397,7.3743396,24.09264623,5.9582696,25.51703748,-5.2220078,12.712797,-0.015406936,-0.005895263,0.35186586,11.458334,3.1250002,0.287958,0.251055958,0.10281799,0.120059272,-28.445747
